Product_Name,Rating,Price,Brand,Product_URL
Louis Philippe Jeans Slim Fit Casual Men Solid Polo Neck Pure Cot...more,4.2,824,Louis Philippe Jeans,https://www.flipkart.com/louis-philippe-jeans-solid-men-polo-neck-maroon-t-shirt/p/itm4b76a324fecd8?pid=TSHGPPARRDKZVSES&lid=LSTTSHGPPARRDKZVSESCMODA6&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_1_38&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=organic&iid=en_6osxoQQoZ8klGu3LcJ1cNV27yJQju5zIHf1_2jrrNI-WP4g-uA3GVd-E7wNFvC8Pd7vDZKgvFzqMPBNV9HlzcFjyfqeKSNzM1rEfe7TitmLJuB4p5ln1ssNC79I1J3Pm&ppt=None&ppn=None&ssid=ndh00f0brk0000001788846633696&qH=04ad3bdbbe706182&ov_redirect=true
Louis Philippe Jeans Slim Fit Casual Men Solid Polo Neck Pure Cot...more,4.2,824,Louis Philippe Jeans,https://www.flipkart.com/louis-philippe-jeans-solid-men-polo-neck-dark-green-t-shirt/p/itmec5e89700ee7d?pid=TSHGPPARN7FYENZE&lid=LSTTSHGPPARN7FYENZEYMMYOJ&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_1_12&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=organic&iid=en_6osxoQQoZ8klGu3LcJ1cNV27yJQju5zIHf1_2jrrNI9Tk9xXFFwBPiSJgqa8CjZLUognRDKW0Iml8RFvC6fylf3Q5QqgL3qV42jH4zb7LGLJuB4p5ln1ssNC79I1J3Pm&ppt=None&ppn=None&ssid=ndh00f0brk0000001788846633696&qH=04ad3bdbbe706182&ov_redirect=true
Mno Men Solid Polo Neck Cotton Blend Multicolor T-Shirt,4.1,389,Mno,https://www.flipkart.com/mno-solid-men-polo-neck-multicolor-t-shirt/p/itm311bddb31e456?pid=TSHHPAZ4QWJAFEKA&lid=LSTTSHHPAZ4QWJAFEKAGJSATC&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_1_16&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=organic&iid=af9972eb-852a-4fe1-9d01-5b84f1739265.TSHHPAZ4QWJAFEKA.SEARCH&ppt=None&ppn=None&ssid=ndh00f0brk0000001788846633696&qH=04ad3bdbbe706182&ov_redirect=true
sti Men Printed Round Neck Polyester Multicolor T-Shirt,4.1,188,sti,https://www.flipkart.com/sti-printed-men-round-neck-multicolor-t-shirt/p/itm7f0132c3b3ec8?pid=TSHH4W345MCUVW6C&lid=LSTTSHH4W345MCUVW6CQOYTGK&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_2_66&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=search-autosuggest&iid=8da000fb-33ed-4722-af4f-48b51829ab3a.TSHH4W345MCUVW6C.SEARCH&ppt=sp&ppn=sp&ssid=mfoyca52gg0000001788846652005&qH=04ad3bdbbe706182&ov_redirect=true
FTX Pack of 4 Men Solid Round Neck Polyester Multicolor T-Shirt,4.1,355,FTX,https://www.flipkart.com/ftx-solid-men-round-neck-multicolor-t-shirt/p/itm0ae0ad406764a?pid=TSHGEHZUX7WE4PKW&lid=LSTTSHGEHZUX7WE4PKWH7JDVD&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_2_63&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=search-autosuggest&iid=8da000fb-33ed-4722-af4f-48b51829ab3a.TSHGEHZUX7WE4PKW.SEARCH&ppt=sp&ppn=sp&ssid=mfoyca52gg0000001788846652005&qH=04ad3bdbbe706182&ov_redirect=true
Louis Philippe Sport Slim Fit Casual Men Printed Round Neck Cotto...more,4.3,824,Louis Philippe Sport,https://www.flipkart.com/louis-philippe-sport-printed-men-round-neck-white-t-shirt/p/itm540bba62a63b5?pid=TSHGF85Q5AWA4SGV&lid=LSTTSHGF85Q5AWA4SGVTBR7DS&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_1_18&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=organic&iid=en_6osxoQQoZ8klGu3LcJ1cNV27yJQju5zIHf1_2jrrNI9cyYfWm1indhvFl3pD4s9PMLtycp6JSYBYclmcgQGgyHEnBtgj6ICUPEq-DUJsaNd9Iiq9uiny43TBeMSC2ogt&ppt=None&ppn=None&ssid=ndh00f0brk0000001788846633696&qH=04ad3bdbbe706182&ov_redirect=true
Funky fashion Men Printed Round Neck Cotton Blend Maroon T-Shirt,3.8,245,Funky fashion,https://www.flipkart.com/funky-fashion-printed-men-round-neck-maroon-t-shirt/p/itm8deaf03b0b2c7?pid=TSHHZHSU9U92UNWW&lid=LSTTSHHZHSU9U92UNWWKQKLUW&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_1_30&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=organic&iid=af9972eb-852a-4fe1-9d01-5b84f1739265.TSHHZHSU9U92UNWW.SEARCH&ppt=None&ppn=None&ssid=ndh00f0brk0000001788846633696&qH=04ad3bdbbe706182&ov_redirect=true
Funky fashion Men Printed Round Neck Cotton Blend Maroon T-Shirt,3.8,245,Funky fashion,https://www.flipkart.com/funky-fashion-printed-men-round-neck-maroon-t-shirt/p/itm8deaf03b0b2c7?pid=TSHHZHSU9U92UNWW&lid=LSTTSHHZHSU9U92UNWWKQKLUW&marketplace=FLIPKART&q=t+shirts&store=clo%2Fash%2Fank&srno=s_2_44&otracker=AS_Query_HistoryAutoSuggest_1_1_na_na_na&otracker1=AS_Query_HistoryAutoSuggest_1_1_na_na_na&fm=search-autosuggest&iid=8da000fb-33ed-4722-af4f-48b51829ab3a.TSHHZHSU9U92UNWW.SEARCH&ppt=sp&ppn=sp&ssid=mfoyca52gg0000001788846652005&qH=04ad3bdbbe706182&ov_redirect=true
Pepe Jeans Men Self Design Polo Neck Polycotton Red T-Shirt,4.4,599,Pepe Jeans,https://www.flipkart.com/pepe-jeans-self-design-men-polo-neck-red-t-shirt/p/itm8de156f657aff?pid=TSHHKUN454XCSSGY&marketplace=FLIPKART&ov_redirect=true
Louis Philippe Sport Slim Fit Casual Men Solid Polo Neck Pure Cot...more,4.2,824,Louis Philippe Sport,https://www.flipkart.com/louis-philippe-sport-solid-men-polo-neck-brown-t-shirt/p/itm04b03ec9ac65d?pid=TSHGPPBJZRBNQGRX&marketplace=FLIPKART&ov_redirect=true
